Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,cid
Volkswagen,7800.0,vagon,193,1.9,Diesel,yes,2002,Passat B5,1333
Volkswagen,8200.0,hatch,157,1.6,Petrol,yes,2008,Golf Plus,1334
Audi,39999.0,crossover,45,2.0,Diesel,yes,2014,Q5,1335
Renault,11900.0,other,173,2.0,Diesel,yes,2012,Trafic,1336
Mercedes-Benz,3600.0,sedan,276,2.7,Diesel,no,2001,E-Class,1337
Volkswagen,3399.0,sedan,201,1.8,Petrol,yes,1991,Passat B3,1338
BMW,2650.0,vagon,335,2.0,Petrol,no,2000,320,1339
Mercedes-Benz,11700.0,hatch,103,1.5,Petrol,yes,2007,A 150,1340
Mercedes-Benz,1600.0,hatch,180,,Petrol,no,2000,A 160,1341
BMW,2550.0,vagon,312,2.5,Diesel,no,1999,525,1342
Renault,,van,220,2.0,Diesel,yes,2008,Trafic,1343
Mercedes-Benz,2550.0,vagon,367,3.2,Diesel,no,2000,E-Class,1344
Audi,31700.0,sedan,32,1.8,Petrol,yes,2014,A4,1345
Mercedes-Benz,125000.0,sedan,18,3.0,Diesel,yes,2015,S 350,1346
BMW,20500.0,crossover,285,4.8,Petrol,yes,2006,X5,1347
Mitsubishi,2600.0,other,200,2.4,Petrol,no,2002,Lancer,1348
BMW,2500.0,vagon,250,2.5,Diesel,no,2000,525,1349
Mercedes-Benz,13200.0,van,182,2.2,Diesel,yes,2011,Vito,1350
Mercedes-Benz,31000.0,crossover,220,3.2,Diesel,yes,2008,GL 320,1351
Audi,30900.0,vagon,118,2.0,Petrol,yes,2013,A4 Allroad,1352
Mitsubishi,4750.0,sedan,167,1.6,Petrol,yes,2003,Carisma,1353
Volkswagen,,van,160,2.0,Diesel,yes,2011,T6 (Transporter) ,1354
Audi,,sedan,62,3.0,Petrol,yes,2013,A8,1355
Toyota,8950.0,hatch,118,1.6,Petrol,yes,2008,Auris,1356
Renault,8300.0,van,177,1.5,Diesel,yes,2007,Grand Scenic,1357
Audi,6900.0,sedan,360,2.5,Diesel,yes,1997,A6,1358
Volkswagen,5000.0,sedan,81,,Other,no,2013,Passat B7,1359
BMW,69999.0,crossover,71,4.4,Petrol,yes,2011,X5 M,1360
Volkswagen,3250.0,sedan,255,1.9,Diesel,no,2003,Passat B5,1361
Volkswagen,11900.0,hatch,91,1.4,Petrol,yes,2010,Golf VI,1362
Mitsubishi,9600.0,other,114,2.0,Petrol,yes,1999,Eclipse,1363
Mercedes-Benz,21200.0,vagon,206,2.1,Diesel,yes,2011,C-Class,1364
Toyota,102999.0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,1365
Mercedes-Benz,11900.0,van,277,2.2,Diesel,yes,2007,Vito,1366
Renault,9999.0,van,185,1.5,Diesel,yes,2008,Kangoo,1367
Renault,8500.0,sedan,57,1.2,Gas,yes,2013,Logan,1368
Volkswagen,6500.0,other,385,2.4,Diesel,yes,1997,T4 (Transporter),1369
Mitsubishi,8700.0,sedan,80,1.5,Petrol,yes,2008,Lancer X,1370
Volkswagen,8599.0,van,169,1.6,Diesel,yes,2011,Caddy,1371
Volkswagen,12700.0,hatch,156,1.6,Diesel,yes,2011,Golf VI,1372
Mitsubishi,7700.0,sedan,135,2.0,Gas,yes,2007,Lancer,1373
Mitsubishi,2020.0,other,90,,Other,no,2008,L 200,1374
Volkswagen,,van,123,1.2,Petrol,yes,2013,Caddy,1375
Mitsubishi,8700.0,sedan,150,2.4,Gas,yes,2007,Galant,1376
Mitsubishi,9300.0,sedan,95,2.0,Petrol,yes,2007,Lancer X,1377
Mercedes-Benz,3550.0,sedan,238,2.2,Diesel,no,2001,E-Class,1378
Audi,29800.0,crossover,151,3.0,Diesel,yes,2007,Q7,1379
Renault,3900.0,van,202,1.9,Diesel,yes,2001,Kangoo,1380
BMW,,crossover,200,3.0,Diesel,yes,2009,X5,1381
Volkswagen,7000.0,van,345,1.9,Diesel,yes,2006,T5 (Transporter) ,1382
Audi,17700.0,other,70,2.0,Petrol,yes,2009,TT,1383
Toyota,9999.0,sedan,225,3.0,Gas,yes,2004,Camry,1384
Audi,25300.0,hatch,180,2.0,Diesel,yes,2011,A5,1385
Audi,22500.0,vagon,175,2.0,Gas,yes,2010,A4 Allroad,1386
Volkswagen,18600.0,sedan,2,1.6,Petrol,yes,2015,Jetta,1387
Mitsubishi,6999.0,sedan,160,2.0,Petrol,yes,2007,Lancer,1388
Toyota,16200.0,crossover,281,4.2,Diesel,yes,1999,Land Cruiser 100,1389
Mercedes-Benz,29999.0,hatch,9,,Other,yes,2015,B-Class Electric Drive,1390
Toyota,18000.0,crossover,320,4.2,Diesel,yes,1999,Land Cruiser 100,1391
Mercedes-Benz,27300.0,sedan,144,2.14,Diesel,yes,2011,E-Class,1392
Toyota,2700.0,sedan,550,1.6,Gas,yes,1989,Carina,1393
BMW,12000.0,crossover,218,3.0,Diesel,no,2006,X5,1394
Mercedes-Benz,39900.0,hatch,2,,Other,yes,2015,B-Class Electric Drive,1395
Volkswagen,1800.0,other,280,1.9,Diesel,no,1997,Passat B5,1396
Audi,20500.0,sedan,106,1.8,Petrol,yes,2011,A4,1397
Volkswagen,10493.0,other,1,1.4,Petrol,yes,2014,Polo,1398
BMW,16800.0,sedan,154,3.0,Petrol,yes,2006,330,1399
Volkswagen,12500.0,sedan,177,,Petrol,yes,2008,Passat B6,1400
BMW,8200.0,sedan,238,3.0,Diesel,no,2004,730,1401
BMW,8000.0,sedan,330,,Diesel,yes,1997,525,1402
Mercedes-Benz,14500.0,van,171,2.2,Diesel,yes,2011,Vito,1403
Volkswagen,24500.0,crossover,62,2.0,Diesel,yes,2012,Passat CC,1404
Toyota,13250.0,sedan,96,2.4,Gas,yes,2008,Rav 4,1405
Toyota,6400.0,sedan,250,3.0,Gas,yes,1998,Camry,1406
Mercedes-Benz,29500.0,sedan,135,5.5,Petrol,yes,2008,S 550,1407
Volkswagen,69990.0,van,1,5.0,Diesel,yes,2015,Multivan,1408
Audi,2600.0,vagon,110,2.5,Diesel,no,2002,A6,1409
Volkswagen,4900.0,sedan,500,1.9,Diesel,yes,1995,Passat B4,1410
Renault,10500.0,vagon,185,1.5,Diesel,yes,2011,Megane,1411
Volkswagen,,crossover,90,3.6,Petrol,yes,2008,Touareg,1412
Volkswagen,27200.0,crossover,1,2.0,Diesel,yes,2015,Tiguan,1413
Mercedes-Benz,1350.0,sedan,360,2.5,Diesel,no,1989,E-Class,1414
Mercedes-Benz,,sedan,24,3.0,Diesel,yes,2015,S 350,1415
Toyota,13900.0,sedan,139,2.4,Other,yes,2008,Camry,1416
BMW,12800.0,sedan,194,4.4,Gas,yes,2002,745,1417
Toyota,21200.0,crossover,135,4.0,Gas,yes,2007,Land Cruiser Prado,1418
Mercedes-Benz,8700.0,sedan,196,2.0,Gas,yes,2000,E-Class,1419
Toyota,8800.0,sedan,165,1.8,Petrol,yes,2007,Avensis,1420
Toyota,12900.0,sedan,129,1.8,Petrol,yes,2009,Avensis,1421
BMW,9500.0,sedan,339,3.0,Diesel,yes,2001,530,1422
BMW,10700.0,sedan,243,3.0,Diesel,yes,2002,530,1423
Volkswagen,10800.0,van,156,1.6,Diesel,yes,2012,Caddy,1424
Mitsubishi,2400.0,hatch,350,2.0,Gas,yes,1989,Galant,1425
Renault,13300.0,other,132,1.5,Diesel,yes,2012,Megane,1426
BMW,34500.0,crossover,85,3.0,Petrol,yes,2010,X5,1427
BMW,57000.0,other,20,3.5,Petrol,yes,2013,X6,1428
Renault,7200.0,van,146,1.5,Diesel,yes,2012,Kangoo,1429
Toyota,23400.0,sedan,69,2.5,Gas,yes,2014,Camry,1430
Mercedes-Benz,6500.0,sedan,215,55.0,Petrol,no,2001,S 55,1431
Toyota,48000.0,crossover,59,3.0,Diesel,yes,2014,Land Cruiser Prado,1432
BMW,6800.0,sedan,325,,Other,no,2005,525,1433
Volkswagen,4200.0,sedan,1,1.4,Petrol,yes,2012,Golf VI,1434
Mercedes-Benz,6200.0,other,340,2.4,Gas,yes,1998,E-Class,1435
BMW,137000.0,crossover,2,4.4,Petrol,yes,2016,X5 M,1436
Audi,1300.0,sedan,250,,Gas,no,1994,80,1437
BMW,2900.0,sedan,225,2.5,Petrol,no,1997,523,1438
Mercedes-Benz,12700.0,other,199,2.2,Diesel,yes,2011,Vito,1439
Audi,16999.0,vagon,140,4.2,Petrol,yes,2007,A6 Allroad,1440
Volkswagen,13972.07,sedan,0,1.6,Petrol,yes,2016,Polo,1441
Mercedes-Benz,41900.0,sedan,95,6.2,Petrol,yes,2011,S 500,1442
Renault,6650.0,vagon,227,1.5,Diesel,yes,2005,Megane,1443
Mercedes-Benz,9200.0,other,280,2.4,Petrol,yes,2003,E-Class,1444
BMW,15300.0,sedan,250,2.5,Petrol,yes,2006,525,1445
Volkswagen,1450.0,van,100,1.6,Diesel,yes,1988,T3 (Transporter),1446
Volkswagen,5900.0,van,278,1.9,Diesel,yes,2005,Caddy,1447
Mercedes-Benz,4100.0,sedan,400,2.0,Diesel,yes,1987,190,1448
Mercedes-Benz,4900.0,sedan,282,3.2,Gas,yes,1993,E-Class,1449
BMW,12900.0,vagon,260,3.0,Diesel,yes,2004,330,1450
Toyota,33333.0,vagon,73,4.0,Gas,yes,2009,FJ Cruiser,1451
Volkswagen,7200.0,hatch,127,1.39,Petrol,yes,2007,Polo,1452
BMW,77777.0,crossover,1,3.0,Diesel,yes,2014,X6,1453
Mercedes-Benz,2300.0,hatch,175,1.4,Petrol,no,2000,A 140,1454
Volkswagen,13000.0,crossover,235,3.2,Gas,yes,2005,Touareg,1455
Volkswagen,3000.0,van,318,1.9,Diesel,yes,1993,T4 (Transporter) ,1456
Renault,7999.0,van,92,1.5,Diesel,yes,2013,Kangoo,1457
Mercedes-Benz,11000.0,van,250,2.2,Diesel,yes,2005,Vito,1458
BMW,81000.0,sedan,23,4.4,Petrol,yes,2014,M5,1459
BMW,3800.0,sedan,304,1.9,Gas,no,2000,318,1460
BMW,4300.0,other,280,2.5,Petrol,yes,1985,325,1461
Audi,4400.0,sedan,340,2.8,Gas,yes,1992,100,1462
Audi,3150.0,vagon,320,2.5,Diesel,no,2002,A6,1463
Volkswagen,10900.0,other,287,2.5,Other,yes,2004,T5 (Transporter),1464
Volkswagen,6400.0,van,305,,Diesel,yes,2004,Caddy,1465
Audi,3050.0,vagon,250,2.5,Other,no,2001,A6,1466
Volkswagen,30385.0,vagon,0,2.0,Diesel,yes,2014,Touran,1467
BMW,20999.0,crossover,170,4.8,Petrol,yes,2008,X5,1468
Volkswagen,1500.0,sedan,255,1.9,Diesel,no,1998,Polo,1469
Mitsubishi,,crossover,120,2.0,Gas,yes,2008,Outlander,1470
Toyota,8500.0,vagon,200,2.0,Petrol,yes,1999,Vista,1471
Toyota,9200.0,sedan,115,1.6,Gas,yes,2008,Corolla,1472
Toyota,20800.0,sedan,49,3.5,Petrol,yes,2011,Camry,1473
Renault,8100.0,van,206,1.9,Diesel,yes,2005,Trafic,1474
Volkswagen,13500.0,sedan,104,1.8,Petrol,yes,2010,Passat B6,1475
Renault,4900.0,van,218,1.5,Diesel,yes,2006,Kangoo,1476
Volkswagen,6600.0,hatch,136,1.4,Gas,yes,2001,Golf IV,1477
Mitsubishi,1450.0,crossover,245,2.8,Diesel,no,1996,Pajero,1478
Volkswagen,3600.0,sedan,320,1.8,Gas,yes,1989,Passat B3,1479
Toyota,24000.0,sedan,51,2.5,Gas,yes,2014,Camry,1480
Toyota,12700.0,sedan,130,2.4,Petrol,yes,2008,Camry,1481
Mercedes-Benz,14500.0,other,315,5.0,Gas,yes,2004,CL 500,1482
BMW,2299.0,sedan,200,1.8,Petrol,no,1999,318,1483
BMW,8900.0,sedan,234,3.5,Gas,yes,1999,735,1484
Audi,30500.0,vagon,152,3.0,Diesel,yes,2012,A6,1485
Mercedes-Benz,4000.0,sedan,370,3.2,Diesel,no,2002,E-Class,1486
Toyota,12900.0,sedan,137,2.4,Petrol,yes,2008,Camry,1487
Volkswagen,3300.0,sedan,200,1.8,Petrol,yes,1989,Passat B3,1488
Toyota,9800.0,sedan,178,1.8,Petrol,yes,2007,Avensis,1489
Renault,15200.0,other,173,2.3,Diesel,yes,2013,Master,1490
Volkswagen,4950.0,vagon,290,1.8,Petrol,yes,1996,Passat B4,1491
Volkswagen,55500.0,crossover,36,3.0,Diesel,yes,2015,Touareg,1492
Volkswagen,17900.0,van,188,2.5,Diesel,yes,2008,Multivan,1493
Mercedes-Benz,5900.0,crossover,271,2.7,Diesel,no,2003,ML 270,1494
Toyota,20500.0,crossover,225,4.7,Gas,yes,2003,Land Cruiser 100,1495
BMW,5000.0,other,300,1.8,Petrol,yes,1994,318,1496
Volkswagen,11500.0,van,100,2.0,Diesel,yes,2010,T5 (Transporter) ,1497
Mercedes-Benz,115000.0,other,35,,Diesel,yes,2015,G 350,1498
Volkswagen,2900.0,hatch,230,1.6,Petrol,yes,2000,Golf IV,1499
Mitsubishi,4800.0,sedan,247,2.0,Gas,yes,1998,Galant,1500
Renault,1550.0,vagon,235,2.0,Petrol,no,1998,Laguna,1501
Mitsubishi,16000.0,crossover,147,2.5,Diesel,yes,2008,Pajero Sport,1502
Volkswagen,6400.0,van,312,2.5,Diesel,yes,2000,T4 (Transporter) ,1503
BMW,5800.0,other,400,2.0,Petrol,yes,1998,520,1504
Mercedes-Benz,11000.0,sedan,263,3.2,Diesel,yes,2001,E-Class,1505
Renault,4500.0,sedan,305,1.5,Diesel,yes,2004,Megane,1506
Renault,14200.0,crossover,83,2.0,Diesel,yes,2012,Koleos,1507
BMW,71500.0,crossover,19,2.5,Diesel,yes,2015,X5,1508
Audi,6200.0,sedan,200,1.8,Petrol,yes,2003,A4,1509
Volkswagen,10500.0,van,130,1.9,Diesel,yes,2010,Caddy,1510
Toyota,12700.0,sedan,136,3.5,Petrol,yes,2007,Camry,1511
Audi,7000.0,other,126,2.6,Petrol,yes,1998,80,1512
BMW,4500.0,sedan,230,4.0,Gas,yes,1994,540,1513
BMW,4800.0,vagon,400,2.5,Diesel,yes,1994,525,1514
Renault,11500.0,van,170,1.5,Diesel,yes,2012,Grand Scenic,1515
BMW,42000.0,crossover,33,2.0,Petrol,yes,2014,X3,1516
Audi,2500.0,sedan,371,2.2,Gas,yes,1987,100,1517
Mercedes-Benz,22600.0,crossover,165,3.0,Diesel,yes,2007,ML 320,1518
Volkswagen,9900.0,sedan,80,1.6,Petrol,yes,2011,Polo,1519
Mercedes-Benz,13500.0,van,259,3.0,Diesel,yes,2007,Vito,1520
Volkswagen,10600.0,other,140,2.0,Other,yes,2007,Passat B6,1521
Mercedes-Benz,12500.0,van,242,2.2,Diesel,yes,2008,Vito,1522
Renault,7499.0,van,123,1.5,Diesel,yes,2009,Kangoo,1523
Volkswagen,9999.0,hatch,118,1.2,Diesel,yes,2011,Polo,1524
Toyota,18600.0,hatch,73,1.6,Petrol,yes,2013,Auris,1525
Volkswagen,7600.0,hatch,225,1.4,Petrol,yes,2004,Golf V,1526
Volkswagen,,other,201,1.9,Diesel,yes,2007,T5 (Transporter),1527
Volkswagen,9200.0,hatch,127,1.6,Petrol,yes,2007,Golf V,1528
Audi,3700.0,vagon,290,1.9,Diesel,no,2002,A4,1529
BMW,26000.0,crossover,270,4.8,Petrol,yes,2008,X5,1530
BMW,12950.0,sedan,268,4.0,Diesel,yes,2004,740,1531
Mitsubishi,15200.0,crossover,193,3.0,Gas,yes,2008,Pajero Wagon,1532
Audi,62000.0,vagon,24,3.0,Diesel,yes,2015,A6 Allroad,1533
Toyota,68500.0,van,1,3.5,Petrol,yes,2016,Sienna,1534
Volkswagen,2500.0,hatch,111,1.6,Gas,yes,1999,Golf IV,1535
Volkswagen,2600.0,other,296,1.9,Diesel,no,2000,Golf IV,1536
Mercedes-Benz,12250.0,van,300,2.2,Diesel,yes,2007,Vito,1537
Toyota,39900.0,crossover,94,4.0,Gas,yes,2010,Land Cruiser Prado,1538
Volkswagen,1500.0,other,160,1.4,Petrol,no,1999,Golf IV,1539
Mercedes-Benz,3700.0,sedan,270,3.5,Petrol,no,2004,S 350,1540
BMW,8999.0,other,160,1.8,Petrol,yes,1997,318,1541
Mitsubishi,9900.0,other,200,2.5,Diesel,yes,2007,L 200,1542
Volkswagen,16800.0,crossover,249,5.0,Diesel,yes,2005,Touareg,1543
Volkswagen,23999.0,sedan,0,1.6,Diesel,yes,2016,Jetta,1544
Mercedes-Benz,36000.0,crossover,162,3.0,Diesel,yes,2009,GL 320,1545
Mitsubishi,15800.0,other,146,2.5,Diesel,yes,2013,L 200,1546
Volkswagen,19300.0,sedan,136,2.0,Diesel,yes,2011,Passat B7,1547
Renault,6450.0,van,148,1.5,Diesel,yes,2012,Kangoo,1548
Renault,4200.0,van,220,1.5,Diesel,yes,2004,Kangoo,1549
Mercedes-Benz,,sedan,29,6.0,Petrol,yes,2011,S-Guard,1550
BMW,32000.0,crossover,52,3.0,Petrol,yes,2012,X5,1551
Toyota,12500.0,sedan,110,2.4,Gas,yes,2007,Camry,1552
BMW,47900.0,crossover,178,4.0,Diesel,yes,2012,X5,1553
Mercedes-Benz,21999.0,sedan,200,3.0,Diesel,yes,2008,E-Class,1554
Audi,15000.0,sedan,168,,Other,yes,2007,A6,1555
Toyota,7500.0,hatch,74,1.3,Petrol,yes,2008,Yaris,1556
Mercedes-Benz,125000.0,sedan,17,3.0,Diesel,yes,2015,S 350,1557
BMW,30500.0,hatch,110,4.4,Petrol,yes,2008,X6,1558
Volkswagen,17191.2,sedan,0,1.6,Petrol,yes,2016,Jetta,1559
Mercedes-Benz,45555.0,sedan,42,3.0,Diesel,yes,2011,S 350,1560
BMW,15200.0,sedan,227,2.5,Petrol,yes,2008,525,1561
Volkswagen,8700.0,sedan,270,,Diesel,yes,2009,Caddy,1562
Volkswagen,7800.0,van,226,1.9,Diesel,yes,2005,T5 (Transporter) ,1563
Volkswagen,22000.0,hatch,40,1.4,Petrol,yes,2013,Golf VII,1564
Mitsubishi,9300.0,crossover,156,2.4,Gas,yes,2006,Outlander,1565
Mercedes-Benz,31900.0,sedan,97,2.2,Diesel,yes,2011,E-Class,1566
Mercedes-Benz,9350.0,van,160,2.2,Diesel,yes,2008,Vito,1567
BMW,32500.0,sedan,134,2.0,Diesel,yes,2010,520,1568
Renault,10200.0,vagon,151,1.5,Diesel,yes,2011,Megane,1569
Toyota,8200.0,crossover,200,2.0,Gas,yes,2002,Rav 4,1570
Mercedes-Benz,7400.0,sedan,190,2.0,Petrol,yes,2002,C-Class,1571
Mitsubishi,14200.0,crossover,155,3.0,Gas,yes,2007,Outlander XL,1572
Volkswagen,24900.0,sedan,1,1.6,Diesel,yes,2016,Jetta,1573
Mercedes-Benz,24300.0,sedan,150,3.5,Gas,yes,2008,S 350,1574
Volkswagen,9300.0,van,176,1.9,Diesel,yes,2005,T5 (Transporter),1575
Volkswagen,21000.0,crossover,130,2.5,Diesel,yes,2008,Touareg,1576
Audi,36000.0,crossover,145,3.0,Petrol,yes,2010,Q7,1577
Mitsubishi,22900.0,crossover,69,2.4,Petrol,yes,2014,Outlander,1578
Mercedes-Benz,9900.0,sedan,275,2.2,Other,yes,2005,E-Class,1579
Volkswagen,3950.0,hatch,288,1.8,Gas,yes,1996,Golf III,1580
Toyota,28700.0,crossover,100,3.5,Petrol,yes,2012,Highlander,1581
Volkswagen,16900.0,van,121,2.0,Diesel,yes,2014,T5 (Transporter) ,1582
Mercedes-Benz,7300.0,sedan,245,2.8,Gas,yes,1998,E-Class,1583
Mercedes-Benz,2200.0,sedan,400,2.0,Petrol,yes,1988,190,1584
Toyota,25500.0,other,103,3.5,Petrol,yes,2010,Venza,1585
Volkswagen,7650.0,other,260,2.0,Diesel,yes,2005,Caddy,1586
Toyota,22800.0,other,55,2.5,Petrol,yes,2013,Camry,1587
Renault,8900.0,van,170,1.9,Diesel,yes,2005,Trafic,1588
Renault,10990.0,sedan,118,2.0,Petrol,yes,2012,Fluence,1589
Mercedes-Benz,107777.0,crossover,0,3.0,Diesel,yes,2016,GLS 350,1590
Toyota,17000.0,sedan,95,2.0,Gas,yes,2011,Avensis,1591
Renault,999.0,sedan,430,2.0,Gas,yes,1988,25,1592
Audi,12800.0,other,0,,Other,yes,2005,A6,1593
BMW,66500.0,crossover,0,2.0,Other,yes,2016,X5,1594
Volkswagen,4300.0,vagon,289,2.0,Petrol,yes,1994,Passat B4,1595
BMW,3350.0,vagon,295,2.0,Diesel,no,2002,320,1596
Toyota,10400.0,sedan,87,1.6,Petrol,yes,2008,Corolla,1597
BMW,22700.0,crossover,216,4.8,Petrol,yes,2007,X5,1598
Renault,6700.0,van,102,1.5,Diesel,yes,2012,Kangoo,1599
Audi,3250.0,sedan,285,,Gas,no,1996,A8,1600
Audi,3800.0,sedan,257,2.0,Petrol,yes,1993,80,1601
Volkswagen,10900.0,vagon,185,1.4,Petrol,yes,2011,Golf VII,1602
Mercedes-Benz,11000.0,van,300,2.2,Diesel,yes,2007,Vito,1603
Volkswagen,51900.0,crossover,30,3.0,Diesel,yes,2015,Touareg,1604
Mercedes-Benz,18900.0,sedan,232,3.0,Diesel,yes,2007,E-Class,1605
BMW,25500.0,sedan,148,3.0,Diesel,yes,2007,535,1606
Renault,14500.0,sedan,98,1.5,Diesel,yes,2014,Fluence,1607
BMW,7900.0,sedan,260,3.5,Petrol,yes,1997,535,1608
Audi,44800.0,crossover,95,3.0,Diesel,yes,2014,Q7,1609
Toyota,26200.0,other,73,2.5,Diesel,yes,2012,Hilux,1610
BMW,14000.0,crossover,164,3.0,Diesel,no,2006,X5,1611
Renault,7900.0,van,300,1.9,Diesel,yes,2006,Trafic,1612
Renault,1350.0,sedan,100,1.7,Petrol,yes,1986,21,1613
Volkswagen,10777.0,van,157,1.6,Diesel,yes,2012,Caddy,1614
Renault,8300.0,van,217,1.9,Diesel,yes,2004,Trafic,1615
Volkswagen,40000.0,sedan,1,1.4,Petrol,yes,2015,Passat B8,1616
Mercedes-Benz,16800.0,other,266,3.0,Diesel,yes,2007,E-Class,1617
Audi,43000.0,crossover,1,2.0,Petrol,yes,2016,Q3,1618
Toyota,22900.0,sedan,60,2.5,Petrol,yes,2012,Camry,1619
Audi,10900.0,sedan,225,2.4,Petrol,yes,2005,A6,1620
BMW,2550.0,sedan,280,1.6,Petrol,no,2000,316,1621
Mercedes-Benz,18700.0,other,142,2.2,Diesel,yes,2007,Viano,1622
Toyota,3800.0,sedan,220,1.6,Petrol,yes,1994,Carina,1623
Mercedes-Benz,7700.0,van,290,2.2,Diesel,yes,2004,Vito,1624
BMW,112000.0,sedan,16,3.0,Diesel,yes,2015,730,1625
Mercedes-Benz,2600.0,van,280,2.9,Diesel,no,1997,Sprinter 312,1626
Volkswagen,14900.0,vagon,165,1.4,Petrol,yes,2013,Passat B7,1627
Mitsubishi,11960.0,other,140,2.5,Diesel,yes,2007,L 200,1628
Mitsubishi,19800.0,crossover,130,2.5,Diesel,yes,2011,Pajero Sport,1629
Mercedes-Benz,12800.0,van,116,2.2,Diesel,yes,2012,Vito,1630
Mercedes-Benz,34000.0,sedan,69,2.0,Petrol,yes,2013,E-Class,1631
Audi,29999.0,sedan,97,3.0,Petrol,yes,2011,S5,1632
Renault,10499.0,other,160,,Diesel,yes,2013,Trafic,1633
Mitsubishi,4900.0,vagon,250,2.5,Petrol,yes,2001,Galant,1634
BMW,12900.0,sedan,200,2.5,Petrol,yes,2006,523,1635
Mercedes-Benz,12600.0,sedan,300,2.7,Diesel,yes,2003,E-Class,1636
Volkswagen,9800.0,other,117,1.6,Diesel,yes,2014,Caddy,1637
Audi,3650.0,sedan,270,1.9,Diesel,yes,2002,A6,1638
Renault,1150.0,hatch,250,1.4,Petrol,yes,1987,5,1639
Volkswagen,37900.0,crossover,73,3.0,Diesel,yes,2012,Touareg,1640
Volkswagen,17900.0,crossover,145,3.0,Diesel,yes,2007,Touareg,1641
BMW,37500.0,crossover,110,4.4,Petrol,yes,2011,X6,1642
BMW,27900.0,sedan,170,3.0,Petrol,yes,2011,530,1643
Mercedes-Benz,177000.0,crossover,0,5.5,Petrol,yes,2016,GLS 63,1644
Volkswagen,10600.0,van,153,1.6,Diesel,yes,2012,Caddy,1645
Mercedes-Benz,39900.0,crossover,127,5.5,Petrol,yes,2010,GL 550,1646
Volkswagen,5200.0,van,260,1.9,Diesel,no,2005,Touran,1647
Volkswagen,16999.0,sedan,105,1.8,Petrol,yes,2011,Passat B7,1648
Toyota,10200.0,sedan,122,7.2,Petrol,yes,2011,Corolla,1649
Renault,8400.0,van,260,1.9,Diesel,yes,2005,Trafic,1650
Audi,30900.0,crossover,27,2.0,Petrol,yes,2011,Q5,1651
Mercedes-Benz,9500.0,van,248,2.2,Diesel,yes,2005,Vito,1652
Mitsubishi,12800.0,crossover,153,1.6,Gas,yes,2011,ASX,1653
BMW,48900.0,crossover,60,3.0,Diesel,yes,2011,X3,1654
Renault,11600.0,vagon,165,1.5,Diesel,yes,2012,Megane,1655
Volkswagen,20200.0,hatch,22,1.2,Petrol,yes,2014,Golf VII,1656
Mercedes-Benz,12700.0,hatch,140,1.7,Gas,yes,2007,B 170,1657
Mercedes-Benz,144900.0,sedan,16,3.0,Diesel,yes,2014,S 350,1658
Toyota,17835.0,crossover,240,2.7,Gas,yes,2007,Land Cruiser Prado,1659
Toyota,,vagon,160,2.4,Gas,yes,2007,Rav 4,1660
Mercedes-Benz,30900.0,sedan,71,2.2,Diesel,yes,2012,E-Class,1661
Renault,9500.0,sedan,88,1.6,Gas,yes,2012,Fluence,1662
Volkswagen,11500.0,van,192,1.9,Diesel,yes,2008,Caddy,1663
Renault,18932.55,hatch,0,1.5,Diesel,yes,2016,Megane,1664
Mercedes-Benz,33000.0,vagon,91,,Other,yes,2013,E-Class,1665
Renault,11700.0,vagon,155,1.5,Diesel,yes,2012,Megane,1666
Renault,9900.0,crossover,201,1.9,Diesel,yes,2006,Kangoo,1667
Mercedes-Benz,19500.0,sedan,180,3.0,Diesel,yes,2008,E-Class,1668
Mercedes-Benz,6000.0,sedan,350,2.0,Diesel,yes,1985,200,1669
Audi,3400.0,vagon,261,2.5,Diesel,no,2004,A6,1670
Volkswagen,8200.0,other,102,1.6,Diesel,yes,2012,Caddy,1671
Toyota,15600.0,sedan,165,3.5,Gas,yes,2008,Camry,1672
BMW,,sedan,43,3.0,Petrol,yes,2011,535,1673
Toyota,47500.0,crossover,45,3.0,Diesel,yes,2014,Land Cruiser Prado,1674
Audi,33900.0,sedan,58,2.0,Petrol,yes,2014,A5,1675
Toyota,97500.0,crossover,2,4.6,Petrol,yes,2016,Land Cruiser 200,1676
Renault,15000.0,sedan,21,1.5,Diesel,yes,2014,Fluence,1677
Toyota,28999.0,sedan,86,3.5,Petrol,yes,2013,Camry,1678
Audi,15000.0,hatch,66,1.2,Petrol,yes,2011,A1,1679
Toyota,36000.0,crossover,66,3.0,Diesel,yes,2010,Land Cruiser Prado,1680
Toyota,19500.0,crossover,150,4.0,Petrol,yes,2005,Land Cruiser Prado,1681
Mercedes-Benz,5000.0,sedan,350,1.8,Other,yes,1995,C-Class,1682
Mercedes-Benz,17800.0,sedan,73,3.0,Petrol,yes,2008,C-Class,1683
Mercedes-Benz,5000.0,sedan,215,2.6,Gas,yes,1992,E-Class,1684
Renault,3100.0,hatch,275,1.2,Petrol,yes,1991,Clio,1685
Renault,1200.0,sedan,240,1.7,Gas,yes,1988,9,1686
BMW,3800.0,sedan,100,1.8,Petrol,yes,1992,318,1687
Renault,1999.0,vagon,260,1.9,Diesel,no,2001,Laguna,1688
Mercedes-Benz,42900.0,hatch,3,,Other,yes,2016,B-Class Electric Drive,1689
Mercedes-Benz,8800.0,sedan,330,5.0,Petrol,yes,2000,S 500,1690
